,post,class
11573,i'm white thank god,implicit_hate
15535,throw your christian values away bcuz trump policy is priority says gary bauer hatred whatever #votersvalues,not_hate
4632,yes and he looks white to me  those white rabbits are just out and out racists .,implicit_hate
13145,any other good jokes #gop #teaparty #kkk,implicit_hate
5356,starting to be slightly less of a beginner,not_hate
10799,racist bubble ? you mean one where we're constantly exposed to anti-white rhetoric ? give me a break .,implicit_hate
2721,what does his race or religion have anything to do with this ? this is just an ignorant post . #racist,not_hate
1083,* white history,not_hate
9413,90 % of all interracial crime is black on white . white people have paid a terrible price for trying to live with blacks .,explicit_hate
7076,look american ! ! just few years ago those polish people was used to clean our cars window glasses in the streets in italy,implicit_hate
1317,fauck _seeding to kkk my deak,explicit_hate
4906,being white doesn't make a person a white supremacist,not_hate
6735,all their countersignaling was terrible optics and it killed their brand .,not_hate
15972,crowd gathers at forrest memorial in memphis via,not_hate
13619,take a stand  join the klan . we are the superior race . we shall dominate politically  economically and socially . #whitepride #white,explicit_hate
3730,you hate us cause se you can't be us #unitetheright,implicit_hate
16006,especially on a campus that has professors advocating against white makes and for white genocide,implicit_hate
17613,#nascar #blacklivesmatter #minorityyouth # m & m #indycar #mcdolnald #sprint # dollar general #spr,not_hate
5446,two articles in the this month called for removal of white history.both were written by jews and,implicit_hate
3391,my scope : arab world will soon become hindu .,not_hate
10972,u gotta be on these white folk they wilin out here,not_hate
13252,for sure ! whites are nothing more than a color breed .,implicit_hate
4314,ocala mayor linked to the ! #sayfie,not_hate
1905,"  "" diversity "" "" = white genocide : via """,implicit_hate
8729,have you seen is buddies with white supremacists,not_hate
4765,#hatecrime if whites did that to #blacklivesmatterfederal govt would spend millions $ investigating via #doj &,implicit_hate
11162," rt  "" in 1960  the population of the united states was 85 % white ; by 2060  it will be only 43 % white "" "" """,not_hate
681,rules expressly contain secular exceptions  allowed referrals for many reasons not in the rules . alito #scotus,not_hate
7230,terror threat ? british airways flight from las vegas to london diverted to montreal after a bomb scare .,not_hate
6736,all they have . their corporate overlords stop them from getting into anything too serious .,not_hate
15573,we are going to be free white and proud . your pc prison will not hold us forever ... a white,implicit_hate
11067,why is merkel turning germany majority non-white in a generation ? via,implicit_hate
5488,what don't you get white people ? :,not_hate
13813,why don't your take your white nationalist rally to a black community and find out .,not_hate
2269,hebrews / semites are a race . jews are a religion .,not_hate
8526,? ? thousands of british girls victims of planned religious sexual assault by,not_hate
6173,muslim who murdered jewish girlfriend says im going to kill every jew . one isnt enough for me .,explicit_hate
152," rt another hate hoax : police nab notorious  "" white supremacist "" "" who drew swastikas around a college """,implicit_hate
8598,being against illegal immigration has nothing to do with race or white supremacy  moron . i'm mexican-american and support,not_hate
11733,race is based on racial traits . spanish have always been white  but i have n,not_hate
13817,why is the losing white fans ?,not_hate
6728,ahhh another place dismantled by white supremacy terrorism,not_hate
17314,the poor lil white boy school of conservativism,not_hate
1454,it's big  very big  if people understood the significance like you and i do .,not_hate
15584,what ? i'm not allowed to hate illegal aliens ? i hate muggers too ! in fact i pretty much hate all criminals,implicit_hate
2801,yeah  brad  it's a pretty state park . granted it's inconvenient for me cause now i have to t,not_hate
15145,gosh darn  to bad we whites deserve it for being mean to some brown people a long time ago . diversity is the future !,implicit_hate
12431,if chinese govt . can support numerous confucian schools  why can't india govt . develop a single vedic university ?,not_hate
16252,not going to be good in places like mi  wi  io  oh and pa . they want to see actual populist results  not tru-con rhetoric,not_hate
386,exactly ! all of a sudden in 2015  he's now a racist ! give me a break ! !,not_hate
8907,muslims are despicable people .,explicit_hate
13434,like #hitler said  ' sin against the blood is the original sin  and an end to the humanity which suffers from it . ',implicit_hate
9379,#charlottesville a day that will go down in white history,implicit_hate
8715,great job  white men !,not_hate
20411,fire all of them that don't enforce the laws! start deportations of all illegals in california,implicit_hate
18914,so are many white american males . it's not limited to one demographic .,not_hate
19720,"they may have not taken gender study classes, but at least they work & know which bathroom to use.",implicit_hate
17487,you drank the kool-aid trump is a racist he hates his followers but he has you all following him like,not_hate
15950,californias lost cause by #altright,not_hate
13396,islamophobia the word is very divisive as it doesn't validate or even tolerate true fear people have of islamic incitement to terrorism .,implicit_hate
6140,league of the south holds confederate flag demonstration - :,not_hate
16922,for ages the mormon church stated black ppl were cursed by god . many white nationalist church believe in white purity . can they discriminate,not_hate
14852," rt all these blogs are staffed with upper middle class white guys saying  "" white guys "" "" like it's an insult . """,not_hate
20451,wrong! they can't be let into the usa period!! #trump2016,implicit_hate
18680,fair is a hate group . dan stein is a disgusting racist,not_hate
10835,she's vile for sure . absolute . she offers nothing to our country but hate and violence .,not_hate
6627," wow  what a huge turnout . could find anymore whitebread that lives on mommy's couch ? enjoy jail  retards ! ! ! counterexample to  "" white pride "" "" """,explicit_hate
18033,mark potok flipping out over league of the south,not_hate
9844,now if you start denouncing some of the people that you retweet and follow and you call them out on their racist views then i will no longer suspect that you're a white supremacist,not_hate
9296," do you apply this standard to people who mock white people for  "" supremacy "" "" or "" "" racism "" "" ? """,not_hate
9922,sad to see them go  but thankful for this great group of summer interns ! keep fighting for faith  family  freedom .,not_hate
